production_day,station_id,station_name,oee_pct,availability_pct,performance_pct,quality_pct,defect_rate_pct,downtime_minutes,mtbf_hours,mttr_hours,anomaly_score,is_anomaly
2026-04-06,10,SFX-PLM-ASSY-01,63.83,68.78,99.67,93.11,0.0,18.83,0.0,0.0,0.17831109713636983,False
2026-04-06,10,SFX-PLM-ASSY-01,63.83,68.78,99.67,93.11,0.0,42.45,0.0,0.0,0.18479368035757754,False
2026-04-06,10,SFX-PLM-ASSY-01,63.83,68.78,99.67,93.11,0.0,85.83,0.0,0.0,0.10332359696840504,False
2026-03-04,10,SFX-PLM-ASSY-01,83.09,91.0,99.62,91.66,0.0,22.0,0.0,0.0,0.1534725844806838,False
2026-03-04,10,SFX-PLM-ASSY-01,83.09,91.0,99.62,91.66,0.0,25.85,0.0,0.0,0.1545594088884727,False
2026-03-04,10,SFX-PLM-ASSY-01,83.09,91.0,99.62,91.66,0.0,27.67,0.0,0.0,0.15538079000495414,False
2026-03-04,10,SFX-PLM-ASSY-01,83.09,91.0,99.62,91.66,0.0,31.65,0.0,0.0,0.15570070417159487,False
2026-03-04,10,SFX-PLM-ASSY-01,83.09,91.0,99.62,91.66,0.0,35.17,0.0,0.0,0.1543545987299456,False
2026-03-26,10,SFX-PLM-ASSY-01,55.89,61.21,99.79,91.5,0.0,60.98,0.0,0.0,0.1343866532800112,False
2026-03-26,10,SFX-PLM-ASSY-01,55.89,61.21,99.79,91.5,0.0,26.12,0.0,0.0,0.16112154545305624,False
2026-03-26,10,SFX-PLM-ASSY-01,55.89,61.21,99.79,91.5,0.0,53.62,0.0,0.0,0.14460271093727778,False
2026-03-26,10,SFX-PLM-ASSY-01,55.89,61.21,99.79,91.5,0.0,29.22,0.0,0.0,0.16005916799405845,False
2026-01-29,10,SFX-PLM-ASSY-01,31.6,34.22,99.72,92.62,0.0,29.22,0.0,0.0,0.04496427849731477,False
2026-01-29,10,SFX-PLM-ASSY-01,31.6,34.22,99.72,92.62,0.0,20.7,0.0,0.0,0.03760258017712492,False
2026-01-29,10,SFX-PLM-ASSY-01,31.6,34.22,99.72,92.62,0.0,117.33,0.0,0.0,-0.04577883382992565,True
2026-01-29,10,SFX-PLM-ASSY-01,31.6,34.22,99.72,92.62,0.0,54.65,0.0,0.0,0.030781658254317,False
2026-04-20,10,SFX-PLM-ASSY-01,54.11,59.64,99.64,91.06,0.0,55.45,0.0,0.0,0.1577891857937488,False
2026-04-20,10,SFX-PLM-ASSY-01,54.11,59.64,99.64,91.06,0.0,42.28,0.0,0.0,0.17671668512429367,False
2026-04-20,10,SFX-PLM-ASSY-01,54.11,59.64,99.64,91.06,0.0,34.4,0.0,0.0,0.17916400848293607,False
2026-04-20,10,SFX-PLM-ASSY-01,54.11,59.64,99.64,91.06,0.0,31.62,0.0,0.0,0.18132737025062612,False
2026-01-05,10,SFX-PLM-ASSY-01,51.28,55.77,99.73,92.19,0.0,37.43,0.0,0.0,0.1740622027050175,False
2026-01-05,10,SFX-PLM-ASSY-01,51.28,55.77,99.73,92.19,0.0,3.48,0.0,0.0,0.1321489638524545,False
2026-01-05,10,SFX-PLM-ASSY-01,51.28,55.77,99.73,92.19,0.0,41.35,0.0,0.0,0.17222360413957988,False
2026-04-15,10,SFX-PLM-ASSY-01,67.47,72.18,99.65,93.81,0.0,35.03,0.0,0.0,0.14022424698646174,False
2026-04-15,10,SFX-PLM-ASSY-01,67.47,72.18,99.65,93.81,0.0,34.0,0.0,0.0,0.14063226524782313,False
